id,idp,organisation,alias,alias with country code,tenent host name,country,timezone,language,email,term and cons,logo,landing page
130,https://idp2.hv.se/idp/shibboleth,Högskolan Väst,hv,hvse,hv.unity.ac,Sweden,Europe/Stockholm,sv_SE,[a-zA-Z0-9\._-]*hv[.][a-zA-Z\._-]*se,,,
133,https://gihidentity01.ihs.se/idp/shibboleth,Gymnastik- och Idrottshögskolan,gih,gihse,gih.unity.ac,Sweden,Europe/Stockholm,sv_SE,[a-zA-Z0-9\._-]*gih[.][a-zA-Z\._-]*se,,,
134,https://weblogin.uu.se/idp/shibboleth,Uppsala universitet,uu,uuse,uu.unity.ac,Sweden,Europe/Stockholm,sv_SE,[a-zA-Z0-9\._-]*uu[.][a-zA-Z\._-]*se,,,
135,https://login.idp.hhs.se/idp/shibboleth,Handelshögskolan i Stockholm,hhs,hhsse,hhs.unity.ac,Sweden,Europe/Stockholm,sv_SE,[a-zA-Z0-9\._-]*hhs[.][a-zA-Z\._-]*se,,,
138,https://aai-idp.unibe.ch/idp/shibboleth,Universität Bern,unibe,unibech,unibe.unity.ac,Switzerland,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*unibe[.][a-zA-Z\._-]*ch,,,
139,https://aai-idp.uzh.ch/idp/shibboleth,Universität Zürich,uzh,uzhch,uzh.unity.ac,Switzerland,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*uzh[.][a-zA-Z\._-]*ch,,,
141,https://aai-login.fh-htwchur.ch/idp/shibboleth,HTW Chur - Hochschule für Technik und Wirtschaft,htwchur,htwchurch,htwchur.unity.ac,Switzerland,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*htwchur[.][a-zA-Z\._-]*ch,,,
142,https://aai-logon.bfh.ch/idp/shibboleth,BFH - Berner Fachhochschule,bfh,bfhch,bfh.unity.ac,Switzerland,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*bfh[.][a-zA-Z\._-]*ch,,,
143,https://aai-logon.fhnw.ch/idp/shibboleth,FHNW - Fachhochschule Nordwestschweiz,fhnw,fhnwch,fhnw.unity.ac,Switzerland,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*fhnw[.][a-zA-Z\._-]*ch,,,
144,https://aai-logon.fhsg.ch/idp/shibboleth,FHS St. Gallen,fhsg,fhsgch,fhsg.unity.ac,Switzerland,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*fhsg[.][a-zA-Z\._-]*ch,,,
145,https://aai-logon.hes-so.ch/idp/shibboleth,HES-SO : UAS Western Switzerland,hes-so,hes-soch,hes-so.unity.ac,Switzerland,Europe/Vienna,fr_FR,[a-zA-Z0-9\._-]*hes-so[.][a-zA-Z\._-]*ch,,,
147,https://aai-logon.uni.li/idp/shibboleth,Universität Liechtenstein,uni,unili,uni.unity.ac,Liechtenstein,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*uni[.][a-zA-Z\._-]*li,,,
148,https://aai-logon.wsl.ch/idp/shibboleth,"WSL - Eidg. Forschungsanstalt für Wald, Schnee und Landschaft",wsl,wslch,wsl.unity.ac,Switzerland,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*wsl[.][a-zA-Z\._-]*ch,,,
149,https://aai.rz.uni-leipzig.de/idp/shibboleth,Universität Leipzig,uni-leipzig,uni-leipzigde,uni-leipzig.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*uni-leipzig[.][a-zA-Z\._-]*de,,,
151,http://adfs.tue.nl/adfs/services/trust,Technische Universiteit Eindhoven,tue,tuenl,tue.unity.ac,Netherlands,Europe/Amsterdam,nl_NL,[a-zA-Z0-9\._-]*tue[.][a-zA-Z\._-]*nl,,,
208,https://cern.ch/login,CERN,cern,cernch,cern.unity.ac,Switzerland,Europe/Vienna,fr_FR,[a-zA-Z0-9\._-]*cern[.][a-zA-Z\._-]*ch,,,
213,https://edugate.itb.ie/idp/shibboleth,Institute of Technology Blanchardstown,itb,itbie,itb.unity.ac,Ireland,Europe/Dublin,en_GB,[a-zA-Z0-9\._-]*itb[.][a-zA-Z\._-]*ie,,,
236,https://haka.saimia.fi/idp/shibboleth,Saimaan ammattikorkeakoulu,saimia,saimiafi,saimia.unity.ac,Finland,Europe/Helsinki,en_GB,[a-zA-Z0-9\._-]*saimia[.][a-zA-Z\._-]*fi,,,
239,https://idem.ced.inaf.it/idp/shibboleth,Istituto Nazionale di Astrofisica - INAF,inaf,inafit,inaf.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*inaf[.][a-zA-Z\._-]*it,,,
240,https://idemfero.units.it/idp/shibboleth,Università di Trieste,units,unitsit,units.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*units[.][a-zA-Z\._-]*it,,,
241,https://idem.univpm.it/idp/shibboleth,Universita' Politecnica delle Marche,univpm,univpmit,univpm.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*univpm[.][a-zA-Z\._-]*it,,,
255,https://idp1.hogent.be/idp/shibboleth,Hogeschool Gent,hogent,hogentbe,hogent.unity.ac,Belgium,Europe/Brussels,nl_NL,[a-zA-Z0-9\._-]*hogent[.][a-zA-Z\._-]*be,,,
257,https://idp1.uwaterloo.ca/idp/shibboleth,University of Waterloo,uwaterloo,uwaterlooca,uwaterloo.unity.ac,Canada,America/New_York,en_US,[a-zA-Z0-9\._-]*uwaterloo[.][a-zA-Z\._-]*ca,,,
267,https://idp.aalto.fi/idp/shibboleth,Aalto-yliopisto,aalto,aaltofi,aalto.unity.ac,Finland,Europe/Helsinki,en_GB,[a-zA-Z0-9\._-]*aalto[.][a-zA-Z\._-]*fi,,,
268,https://idp.abo.fi/idp/shibboleth,Åbo Akademi,abo,abofi,abo.unity.ac,Finland,Europe/Helsinki,sv_SE,[a-zA-Z0-9\._-]*abo[.][a-zA-Z\._-]*fi,,,
281,https://idp.cardiff.ac.uk/shibboleth,Cardiff University,cardiff,cardiffuk,cardiff.unity.ac,United Kingdom,Europe/London,en_GB,[a-zA-Z0-9\._-]*cardiff[.][a-zA-Z\._-]*ac[.]uk|[a-zA-Z0-9\._-]*cf[.][a-zA-Z\._-]*ac[.]uk,,,
287,https://idp.condorcet.be/idp/shibboleth,HEPH-Condorcet,condorcet,condorcetbe,condorcet.unity.ac,Belgium,Europe/Brussels,fr_FR,[a-zA-Z0-9\._-]*condorcet[.][a-zA-Z\._-]*be,,,
289,https://idp.craw.eu/idp/shibboleth,CRA-W,cra.wallonie,crawalloniebe,cra.wallonie.unity.ac,Belgium,Europe/Brussels,fr_FR,[a-zA-Z0-9\._-]*cra[.]wallonie[.][a-zA-Z\._-]*be,,,
299,https://idp.crous-montpellier.fr/idp/shibboleth,CROUS Montpellier,crous-montpellier,crous-montpellierfr,crous-montpellier.unity.ac,France,Europe/Paris,fr_FR,[a-zA-Z0-9\._-]*crous-montpellier[.][a-zA-Z\._-]*fr,,,
311,https://idp-css.irccs.garr.it/idp/shibboleth,IRCCS Casa Sollievo della Sofferenza Research Hospital,operapadrepio,operapadrepioit,operapadrepio.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*operapadrepio[.][a-zA-Z\._-]*it,,,
321,https://idp.dit.ie/idp/shibboleth,Dublin Institute of Technology,dit,ditie,dit.unity.ac,Ireland,Europe/Dublin,en_GB,[a-zA-Z0-9\._-]*dit[.][a-zA-Z\._-]*ie,,,
322,https://idp.dkit.ie/idp/shibboleth,Dundalk Institute of Technology,dkit,dkitie,dkit.unity.ac,Ireland,Europe/Dublin,en_GB,[a-zA-Z0-9\._-]*dkit[.][a-zA-Z\._-]*ie,,,
326,https://idp.ed.ac.uk/shibboleth,University of Edinburgh,ed,eduk,ed.unity.ac,United Kingdom,Europe/London,en_GB,[a-zA-Z0-9\._-]*edina[.][a-zA-Z\._-]*ac[.]uk|[a-zA-Z0-9\._-]*ed[.][a-zA-Z\._-]*ac[.]uk,,,
341,https://idp.epfl.ch/idp/shibboleth,EPFL - EPF Lausanne,epfl,epflch,epfl.unity.ac,Switzerland,Europe/Vienna,fr_FR,[a-zA-Z0-9\._-]*epfl[.][a-zA-Z\._-]*ch,,,
346,https://idp.fh-kaernten.at/idp/shibboleth,Fachhochschule Kärnten,fh-kaernten,fh-kaerntenat,fh-kaernten.unity.ac,Austria,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*fh-kaernten[.][a-zA-Z\._-]*at,,,
347,https://idp.fh-rosenheim.de/idp/shibboleth,Hochschule Rosenheim,fh-rosenheim,fh-rosenheimde,fh-rosenheim.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*fh-rosenheim[.][a-zA-Z\._-]*de,,,
351,https://idp.hainaut-promsoc.be/idp/shibboleth,Hainaut-PromSoc,hainaut-promsoc,hainaut-promsocbe,hainaut-promsoc.unity.ac,Belgium,Europe/Brussels,fr_FR,[a-zA-Z0-9\._-]*hainaut-promsoc[.][a-zA-Z\._-]*be,,,
353,https://idp.hebis.de/uni-frankfurt,Johann Wolfgang Goethe-Universität Frankfurt am Main,uni-frankfurt,uni-frankfurtde,uni-frankfurt.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*uni-frankfurt[.][a-zA-Z\._-]*de,,,
356,https://idp.hs-esslingen.de/idp/shibboleth,Hochschule Esslingen,hs-esslingen,hs-esslingende,hs-esslingen.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*hs-esslingen[.][a-zA-Z\._-]*de,,,
357,https://idp.hslu.ch/idp/shibboleth,HSLU - Hochschule Luzern,hslu,hsluch,hslu.unity.ac,Switzerland,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*hslu[.][a-zA-Z\._-]*ch,,,
360,https://idp.ids-mannheim.de/idp/shibboleth,Institut für Deutsche Sprache (IDS),ids-mannheim,ids-mannheimde,ids-mannheim.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*ids-mannheim[.][a-zA-Z\._-]*de,,,
367,https://idp.iit.it/idp/shibboleth,IIT - Istituto Italiano di Tecnologia,iit,iitit,iit.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*iit[.][a-zA-Z\._-]*it,,,
376,https://idp.ipa.ie/idp/shibboleth,Institute of Public Administration,ipa,ipaie,ipa.unity.ac,Ireland,Europe/Dublin,en_GB,[a-zA-Z0-9\._-]*ipa[.][a-zA-Z\._-]*ie,,,
381,https://idp.its.fz-juelich.de/idp/shibboleth,Forschungszentrum Jülich GmbH,fz-juelich,fz-juelichde,fz-juelich.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*fz-juelich[.][a-zA-Z\._-]*de,,,
382,https://idp.itsligo.ie/idp/shibboleth,Institute of Technology Sligo,itsligo,itsligoie,itsligo.unity.ac,Ireland,Europe/Dublin,en_GB,[a-zA-Z0-9\._-]*itsligo[.][a-zA-Z\._-]*ie,,,
384,https://idp.ittralee.ie/idp,Institute of Technology Tralee,ittralee,ittraleeie,ittralee.unity.ac,Ireland,Europe/Dublin,en_GB,[a-zA-Z0-9\._-]*ittralee[.][a-zA-Z\._-]*ie,,,
386,https://idp.lapinamk.fi/idp/shibboleth,Lapin amk,lapinamk,lapinamkfi,lapinamk.unity.ac,Finland,Europe/Helsinki,en_GB,[a-zA-Z0-9\._-]*lapinamk[.][a-zA-Z\._-]*fi,,,
390,https://idp.mci4me.at/idp/shibboleth,Management Center Innsbruck,mci,mciat,mci.unity.ac,Austria,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*mci[.][a-zA-Z\._-]*edu,,,
391,https://idp.meduniwien.ac.at/idp/shibboleth,Medizinische Universität Wien,meduniwien,meduniwienat,meduniwien.unity.ac,Austria,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*meduniwien[.][a-zA-Z\._-]*ac[.]at,,,
392,https://idp.metropolia.fi/idp,Metropolia-ammattikorkeakoulu,metropolia,metropoliafi,metropolia.unity.ac,Finland,Europe/Helsinki,en_GB,[a-zA-Z0-9\._-]*metropolia[.][a-zA-Z\._-]*fi,,,
395,https://idp.ncirl.ie/idp/shibboleth,National College of Ireland,ncirl,ncirlie,ncirl.unity.ac,Ireland,Europe/Dublin,en_GB,[a-zA-Z0-9\._-]*ncirl[.][a-zA-Z\._-]*ie,,,
400,https://idp.nuigalway.ie/shibboleth,"National University of Ireland, Galway",nuigalway,nuigalwayie,nuigalway.unity.ac,Ireland,Europe/Dublin,en_GB,[a-zA-Z0-9\._-]*nuigalway[.][a-zA-Z\._-]*ie,,,
413,https://idp.shh.fi/idp/shibboleth,Hanken Svenska handelshögskolan,hanken,hankenfi,hanken.unity.ac,Finland,Europe/Helsinki,sv_SE,[a-zA-Z0-9\._-]*hanken[.][a-zA-Z\._-]*fi,,,
416,https://idp.sissa.it/idp/shibboleth,SISSA,sissa,sissait,sissa.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*sissa[.][a-zA-Z\._-]*it,,,
420,https://idp-stellamaris.irccs.garr.it/idp/shibboleth,IRCCS Fondazione Stella Maris,irccs-stellamaris,irccs-stellamarisit,irccs-stellamaris.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*irccs-stellamaris[.][a-zA-Z\._-]*it,,,
431,https://idp.tut.fi/shibboleth2,Tampereen teknillinen yliopisto,tut,tutfi,tut.unity.ac,Finland,Europe/Helsinki,en_GB,[a-zA-Z0-9\._-]*tut[.][a-zA-Z\._-]*fi,,,
441,https://idp.uef.fi/idp/shibboleth,Itä-Suomen yliopisto,uef,ueffi,uef.unity.ac,Finland,Europe/Helsinki,en_GB,[a-zA-Z0-9\._-]*uef[.][a-zA-Z\._-]*fi,,,
451,https://idp.ulapland.fi/idp/shibboleth,Lapin yliopisto,ulapland,ulaplandfi,ulapland.unity.ac,Finland,Europe/Helsinki,en_GB,[a-zA-Z0-9\._-]*ulapland[.][a-zA-Z\._-]*fi,,,
452,https://idp.ul.ie/idp/shibboleth,University of Limerick,ul,ulie,ul.unity.ac,Ireland,Europe/Dublin,en_GB,[a-zA-Z0-9\._-]*ul[.][a-zA-Z\._-]*ie,,,
453,https://idp.umk.pl/simplesaml/saml2/idp/metadata.php,Nicolaus Copernicus University in Torun,umk,umkpl,umk.unity.ac,Poland,Europe/Warsaw,pl_PL,[a-zA-Z0-9\._-]*umk[.][a-zA-Z\._-]*pl,,,
456,https://idp.unica.it/idp/shibboleth,Università di Cagliari,unica,unicait,unica.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*unica[.][a-zA-Z\._-]*it,,,
458,https://idp.unimc.it/idp/shibboleth,University of Macerata,unimc,unimcit,unimc.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*unimc[.][a-zA-Z\._-]*it,,,
459,https://idp.uniparthenope.it/idp/shibboleth,Università di Napoli Parthenope,uniparthenope,uniparthenopeit,uniparthenope.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*uniparthenope[.][a-zA-Z\._-]*it,,,
460,https://idp.unipi.it/idp/shibboleth,Università di Pisa,unipi,unipiit,unipi.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*unipi[.][a-zA-Z\._-]*it,,,
461,https://idp.uniroma3.it/idp/shibboleth,University of Roma TRE,uniroma3,uniroma3it,uniroma3.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*uniroma3[.][a-zA-Z\._-]*it,,,
463,https://idp-unito-prod.cineca.it/idp/shibboleth,Università di Torino,unito,unitoit,unito.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*unito[.][a-zA-Z\._-]*it,,,
482,https://idp.uoa.gr/idp/shibboleth,National and Kapodistrian University of Athens,uoa,uoagr,uoa.unity.ac,Greece,Europe/Athens,en_GB,[a-zA-Z0-9\._-]*uoa[.][a-zA-Z\._-]*gr,,,
490,https://idp.utorauth.utoronto.ca/shibboleth,University of Toronto,utoronto,utorontoca,utoronto.unity.ac,Canada,America/New_York,en_US,[a-zA-Z0-9\._-]*utoronto[.][a-zA-Z\._-]*ca,,,
492,https://idp.vib.be/idp/shibboleth,VIB - Vlaams Instituut voor Biotechnologie,vib,vibbe,vib.unity.ac,Belgium,Europe/Brussels,nl_NL,[a-zA-Z0-9\._-]*vib[.][a-zA-Z\._-]*be,,,
493,https://idp.zid.tuwien.ac.at/saml2,Technische Universität Wien,tuwien,tuwienat,tuwien.unity.ac,Austria,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*tuwien[.][a-zA-Z\._-]*ac[.]at,,,
507,https://lmuidp.lrz.de/idp/shibboleth,Ludwig-Maximilians-Universität München,uni-muenchen,uni-muenchende,uni-muenchen.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*uni-muenchen[.][a-zA-Z\._-]*de,,,
510,https://login.athena-innovation.gr/idp/shibboleth,Athena - Research and Innovation Center,athena-innovation,athena-innovationgr,athena-innovation.unity.ac,Greece,Europe/Athens,en_GB,[a-zA-Z0-9\._-]*athena-innovation[.][a-zA-Z\._-]*gr,,,
514,https://login.fhv.at/shibboleth,Fachhochschule Vorarlberg,fhv,fhvat,fhv.unity.ac,Austria,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*fhv[.][a-zA-Z\._-]*at,,,
515,https://login.helsinki.fi/shibboleth,Helsingin yliopisto,helsinki,helsinkifi,helsinki.unity.ac,Finland,Europe/Helsinki,en_GB,[a-zA-Z0-9\._-]*helsinki[.][a-zA-Z\._-]*fi,,,
516,https://login-idp.auth.gr/idp/shibboleth,Aristotle University of Thessaloniki,auth,authgr,auth.unity.ac,Greece,Europe/Athens,en_GB,[a-zA-Z0-9\._-]*auth[.][a-zA-Z\._-]*gr,,,
520,https://login.ntua.gr/idp/shibboleth,National Technical University of Athens,ntua,ntuagr,ntua.unity.ac,Greece,Europe/Athens,en_GB,[a-zA-Z0-9\._-]*ntua[.][a-zA-Z\._-]*gr,,,
523,https://logout.uwasa.fi/idp/shibboleth,Vaasan yliopisto,uwasa,uwasafi,uwasa.unity.ac,Finland,Europe/Helsinki,en_GB,[a-zA-Z0-9\._-]*uwasa[.][a-zA-Z\._-]*fi,,,
532,https://qub.ac.uk/shibboleth,Queen's University Belfast,qub,qubuk,qub.unity.ac,United Kingdom,Europe/London,en_GB,[a-zA-Z0-9\._-]*qub[.][a-zA-Z\._-]*ac[.]uk,,,
560,https://shibboleth.fhwn.ac.at/idp/shibboleth,FH Wiener Neustadt,fhwn,fhwnat,fhwn.unity.ac,Austria,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*fhwn[.][a-zA-Z\._-]*ac[.]at,,,
563,https://shibboleth-idp.gwdg.de/gwdg/shibboleth,Gesellschaft für wissenschaftliche Datenverarbeitung mbH,gwdg,gwdgde,gwdg.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*gwdg[.][a-zA-Z\._-]*de,,,
564,https://shibboleth-idp.mpg.de/mpg/shibboleth,Max-Planck-Gesellschaft,mpg,mpgde,mpg.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*mpg[.][a-zA-Z\._-]*de,Value 2,,Value 1
566,https://shibboleth-idp.uni-goettingen.de/uni/shibboleth,Georg-August-Universität Göttingen,uni-goettingen,uni-goettingende,uni-goettingen.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*uni-goettingen[.][a-zA-Z\._-]*de,,,
567,https://shibboleth-idp.uni-regensburg.de/idp/shibboleth,Universität Regensburg,uni-regensburg,uni-regensburgde,uni-regensburg.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*uni-regensburg[.][a-zA-Z\._-]*de,,,
569,https://shibboleth.im.jku.at/idp/shibboleth,Johannes Kepler Universität Linz,jku,jkuat,jku.unity.ac,Austria,Europe/Vienna,de_DE,[a-zA-Z0-9\._-]*jku[.][a-zA-Z\._-]*at,,,
585,https://shibboleth.unifi.it/idp/shibboleth,University of Florence,unifi,unifiit,unifi.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*unifi[.][a-zA-Z\._-]*it,,,
599,https://shibidp.cca.unipd.it/idp/shibboleth,University of Padova,unipd,unipdit,unipd.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*unipd[.][a-zA-Z\._-]*it,,,
600,https://shib-idp.cms.hu-berlin.de/idp/shibboleth,Humboldt-Universität zu Berlin,hu-berlin,hu-berlinde,hu-berlin.unity.ac,Germany,Europe/Berlin,de_DE,[a-zA-Z0-9\._-]*hu-berlin[.][a-zA-Z\._-]*de,,,
602,https://shibidp.unipr.it/idp/shibboleth,Università di Parma,unipr,uniprit,unipr.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*unipr[.][a-zA-Z\._-]*it,,,
604,https://shib.manchester.ac.uk/shibboleth,University of Manchester,manchester,manchesteruk,manchester.unity.ac,United Kingdom,Europe/London,en_GB,[a-zA-Z0-9\._-]*man[.][a-zA-Z\._-]*ac[.]uk|[a-zA-Z0-9\._-]*manchester[.][a-zA-Z\._-]*ac[.]uk|[a-zA-Z0-9\._-]*mbs[.][a-zA-Z\._-]*ac[.]uk,,,
607,https://shib.unibo.it/idp/shibboleth,University of Bologna,unibo,uniboit,unibo.unity.ac,Italy,Europe/Rome,it_IT,[a-zA-Z0-9\._-]*unibo[.][a-zA-Z\._-]*it,,,
